# Seamount Catalog from Wessel, P., J. Geophys. Res., 106 (B9), 19,431-19,441, 2001"
#
# This file contains ~15,000 seamounts from all the world's ocean basins.
# The columns are:
# Col 1: Longitude (0/360). Center of each seamount (in degrees)
# Col 2: Latitude (-90/+90). Center of each seamount (in degrees)
# Col 3: Maximum amplitude of the Free Air Gravity Anomaly (in mGal)
# Col 4: Maximum amplitude of the Vertical Gravity Gradient Anomaly (in Eotvos)
# Col 5: Modelled zero-crossing radius (where VGG first goes -ve) (in km)
# Col 6: Modelled seamount radius (in km)
# Col 7: Modelled seamount height (in m)
# Col 8: Age of underlying seafloor [from Mueller et al grid] (in Myr)
# For explanation of modeling see the JGR paper and references therein.
#
# The file is a GMT multi-segment file where each segment contains the seamount
# belonging to one tectonic plate, sorted from largest to smallest VGG.  Some plates
# (e.g., the Phillipine Sea Plate) have no seamounts detectable by the
# characterization method used.  When plotting this file with GMT, remember
# to use the -M flag.
# 
# Longitude	Latitude	FAA	VGG	Rcross	Radius	Height	CrustAge
> Africa plate    1844 seamounts
 50.78330	-54.75000	 63.5	 37.4	 8.20	 10.59	2300	 80.9
249.38300	-42.55000	 25.3	 37.4	 5.30	  7.80	1800	  1.2
249.38300	-42.55000	 25.3	 37.4	 5.30	  7.80	1800	  1.2
249.38300	-42.55000	 25.3	 37.4	 5.30	  7.80	1800	  1.2
212.21700	-64.05000	 52.4	 37.4	 6.56	  9.88	2100	 15.0
212.21700	-64.05000	 52.4	 37.4	 6.56	  9.88	2100	 15.0
212.21700	-64.05000	 52.4	 37.4	 6.56	  9.88	2100	 15.0
176.11700	-69.95000	 61.8	 37.4	 5.66	 10.13	2200	  0.0
176.11700	-69.95000	 61.8	 37.4	 5.66	 10.13	2200	  0.0
176.11700	-69.95000	 61.8	 37.4	 5.66	 10.13	2200	  0.0
 65.88330	-58.25000	 32.5	 37.3	 4.65	  8.23	1900	  0.0
 65.88330	-58.25000	 32.5	 37.3	 4.65	  8.23	1900	  0.0
 65.88330	-58.25000	 32.5	 37.3	 4.65	  8.23	1900	  0.0
270.18300	-54.75000	 37.8	 37.3	 6.03	  8.84	2000	 47.7
270.18300	-54.75000	 37.8	 37.3	 6.03	  8.84	2000	 47.7
270.18300	-54.75000	 37.8	 37.3	 6.03	  8.84	2000	 47.7
249.28300	-47.08330	 27.4	 37.2	 6.58	  8.23	1900	  3.5
249.28300	-47.08330	 27.4	 37.2	 6.58	  8.23	1900	  3.5
249.28300	-47.08330	 27.4	 37.2	 6.58	  8.23	1900	  3.5
230.38300	-69.88330	 92.2	 37.1	 9.03	 11.89	2800	 72.7
230.38300	-69.88330	 92.2	 37.1	 9.03	 11.89	2800	 72.7
230.38300	-69.88330	 92.2	 37.1	 9.03	 11.89	2800	 72.7
 46.31670	-49.95000	 45.3	 37.0	 9.33	  9.92	2200	 83.6
 46.31670	-49.95000	 45.3	 37.0	 9.33	  9.92	2200	 83.6
 46.31670	-49.95000	 45.3	 37.0	 9.33	  9.92	2200	 83.6
242.68300	-69.55000	 70.6	 37.0	 7.03	 10.82	2300	105.9
242.68300	-69.55000	 70.6	 37.0	 7.03	 10.82	2300	105.9
242.68300	-69.55000	 70.6	 37.0	 7.03	 10.82	2300	105.9
 60.18330	-53.28330	 45.1	 36.9	 8.08	  9.67	2100	 82.6
 60.18330	-53.28330	 45.1	 36.9	 8.08	  9.67	2100	 82.6
 60.18330	-53.28330	 45.1	 36.9	 8.08	  9.67	2100	 82.6
248.65000	-47.91670	 24.4	 36.6	 4.80	  7.09	1900	  2.9
248.65000	-47.91670	 24.4	 36.6	 4.80	  7.09	1900	  2.9
248.65000	-47.91670	 24.4	 36.6	 4.80	  7.09	1900	  2.9
171.76700	-67.68330	 60.9	 36.5	 8.67	 10.59	2300	 32.3
171.76700	-67.68330	 60.9	 36.5	 8.67	 10.59	2300	 32.3
171.76700	-67.68330	 60.9	 36.5	 8.67	 10.59	2300	 32.3
  9.18333	-58.48330	 49.6	 36.4	 5.87	  9.28	2100	 79.4
  9.18333	-58.48330	 49.6	 36.4	 5.87	  9.28	2100	 79.4
  9.18333	-58.48330	 49.6	 36.4	 5.87	  9.28	2100	 79.4
157.56700	-64.86670	 44.6	 36.3	 5.96	  9.02	2000	 20.1
157.56700	-64.86670	 44.6	 36.3	 5.96	  9.02	2000	 20.1
157.56700	-64.86670	 44.6	 36.3	 5.96	  9.02	2000	 20.1
 72.15000	-44.65000	 22.7	 36.2	 5.68	  7.80	1800	 22.7
 72.15000	-44.65000	 22.7	 36.2	 5.68	  7.80	1800	 22.7
 72.15000	-44.65000	 22.7	 36.2	 5.68	  7.80	1800	 22.7
252.41700	-45.61670	 27.4	 36.2	 6.16	  8.23	1900	  7.1
252.41700	-45.61670	 27.4	 36.2	 6.16	  8.23	1900	  7.1
252.41700	-45.61670	 27.4	 36.2	 6.16	  8.23	1900	  7.1
248.55000	-49.95000	 32.0	 36.1	 5.92	  8.23	1900	  3.4
248.55000	-49.95000	 32.0	 36.1	 5.92	  8.23	1900	  3.4
248.55000	-49.95000	 32.0	 36.1	 5.92	  8.23	1900	  3.4
 98.91670	-56.58330	 41.3	 36.0	 4.82	  8.40	1900	 28.2
 98.91670	-56.58330	 41.3	 36.0	 4.82	  8.40	1900	 28.2
 98.91670	-56.58330	 41.3	 36.0	 4.82	  8.40	1900	 28.2
 12.53330	-63.31670	 55.1	 36.0	 6.06	  9.67	2100	 91.8
 12.53330	-63.31670	 55.1	 36.0	 6.06	  9.67	2100	 91.8
 76.45000	-40.28330	 23.5	 35.9	 5.29	  7.09	1900	  4.5
 76.45000	-40.28330	 23.5	 35.9	 5.29	  7.09	1900	  4.5
 76.45000	-40.28330	 23.5	 35.9	 5.29	  7.09	1900	  4.5
 75.08330	-44.01670	 27.2	 35.9	 4.86	  7.80	1800	 14.9
 75.08330	-44.01670	 27.2	 35.9	 4.86	  7.80	1800	 14.9
 75.08330	-44.01670	 27.2	 35.9	 4.86	  7.80	1800	 14.9
245.41700	-69.08330	 58.3	 35.9	 5.75	  9.72	2200	105.1
245.41700	-69.08330	 58.3	 35.9	 5.75	  9.72	2200	105.1
245.41700	-69.08330	 58.3	 35.9	 5.75	  9.72	2200	105.1
166.48300	-67.15000	 44.8	 35.9	 6.29	  9.10	2100	 24.8
166.48300	-67.15000	 44.8	 35.9	 6.29	  9.10	2100	 24.8
166.48300	-67.15000	 44.8	 35.9	 6.29	  9.10	2100	 24.8
 57.21670	-60.98330	 48.8	 35.8	 6.85	  9.47	2100	  0.0
 57.21670	-60.98330	 48.8	 35.8	 6.85	  9.47	2100	  0.0
165.78300	-66.95000	 55.9	 35.8	 7.56	  9.92	2200	 24.3
165.78300	-66.95000	 55.9	 35.8	 7.56	  9.92	2200	 24.3
165.78300	-66.95000	 55.9	 35.8	 7.56	  9.92	2200	 24.3
157.45000	-64.81670	 48.5	 35.8	 5.88	  9.28	2100	 19.8
157.45000	-64.81670	 48.5	 35.8	 5.88	  9.28	2100	 19.8
157.45000	-64.81670	 48.5	 35.8	 5.88	  9.28	2100	 19.8
265.55000	-67.08330	 44.3	 35.6	 5.13	  8.84	2000	104.9
265.55000	-67.08330	 44.3	 35.6	 5.13	  8.84	2000	104.9
265.55000	-67.08330	 44.3	 35.6	 5.13	  8.84	2000	104.9
262.41700	-50.25000	 28.6	 35.5	 7.55	  8.40	1900	 30.6
262.41700	-50.25000	 28.6	 35.5	 7.55	  8.40	1900	 30.6
262.41700	-50.25000	 28.6	 35.5	 7.55	  8.40	1900	 30.6
 76.98330	-39.71670	 27.7	 35.4	 9.52	  8.84	2000	  3.5
 76.98330	-39.71670	 27.7	 35.4	 9.52	  8.84	2000	  3.5
 76.98330	-39.71670	 27.7	 35.4	 9.52	  8.84	2000	  3.5
254.45000	-46.11670	 30.0	 35.3	 5.90	  8.23	1900	 10.6
254.45000	-46.11670	 30.0	 35.3	 5.90	  8.23	1900	 10.6
254.45000	-46.11670	 30.0	 35.3	 5.90	  8.23	1900	 10.6
 76.50830	-40.00000	 26.3	 35.1	 6.22	  7.80	1800	  5.1
 76.50830	-40.00000	 26.3	 35.1	 6.22	  7.80	1800	  5.1
 76.50830	-40.00000	 26.3	 35.1	 6.22	  7.80	1800	  5.1
 49.20000	-53.05000	 26.2	 35.1	 4.69	  7.09	1900	 80.4
 49.20000	-53.05000	 26.2	 35.1	 4.69	  7.09	1900	 80.4
 49.20000	-53.05000	 26.2	 35.1	 4.69	  7.09	1900	 80.4
236.88300	-69.11670	 82.6	 35.1	 7.12	 11.29	2400	 89.0
236.88300	-69.11670	 82.6	 35.1	 7.12	 11.29	2400	 89.0
236.88300	-69.11670	 82.6	 35.1	 7.12	 11.29	2400	 89.0
 59.61670	-54.43330	 39.4	 35.0	 8.22	  9.10	2100	 86.9
 59.61670	-54.43330	 39.4	 35.0	 8.22	  9.10	2100	 86.9
 59.61670	-54.43330	 39.4	 35.0	 8.22	  9.10	2100	 86.9
233.08300	-69.68330	 74.1	 35.0	 7.63	 10.83	2400	 82.4
233.08300	-69.68330	 74.1	 35.0	 7.63	 10.83	2400	 82.4
233.08300	-69.68330	 74.1	 35.0	 7.63	 10.83	2400	 82.4
168.35000	-67.58330	 43.5	 35.0	 5.07	  8.66	2000	 27.9
168.35000	-67.58330	 43.5	 35.0	 5.07	  8.66	2000	 27.9
168.35000	-67.58330	 43.5	 35.0	 5.07	  8.66	2000	 27.9
244.81700	-50.11670	 22.6	 34.9	 3.22	  5.89	1800	  3.0
244.81700	-50.11670	 22.6	 34.9	 3.22	  5.89	1800	  3.0
244.81700	-50.11670	 22.6	 34.9	 3.22	  5.89	1800	  3.0
 80.48330	-42.75000	 22.7	 34.8	 4.10	  5.89	1800	  4.7
 80.48330	-42.75000	 22.7	 34.8	 4.10	  5.89	1800	  4.7
 80.48330	-42.75000	 22.7	 34.8	 4.10	  5.89	1800	  4.7
 43.68330	-54.31670	 32.3	 34.8	 5.31	  8.23	1900	 93.4
 43.68330	-54.31670	 32.3	 34.8	 5.31	  8.23	1900	 93.4
 43.68330	-54.31670	 32.3	 34.8	 5.31	  8.23	1900	 93.4
  2.61667	-65.21670	 66.4	 34.8	 7.24	 10.37	2300	  0.0
  2.61667	-65.21670	 66.4	 34.8	 7.24	 10.37	2300	  0.0
 62.41670	-52.81670	 28.3	 34.6	 4.19	  6.72	1800	 84.6
 62.41670	-52.81670	 28.3	 34.6	 4.19	  6.72	1800	 84.6
 62.41670	-52.81670	 28.3	 34.6	 4.19	  6.72	1800	 84.6
 12.68330	-63.28330	 50.8	 34.6	 5.82	  9.28	2100	 91.6
 12.68330	-63.28330	 50.8	 34.6	 5.82	  9.28	2100	 91.6
172.95000	-67.15000	 46.6	 34.5	 5.55	  8.84	2000	 32.1
172.95000	-67.15000	 46.6	 34.5	 5.55	  8.84	2000	 32.1
172.95000	-67.15000	 46.6	 34.5	 5.55	  8.84	2000	 32.1
 51.51670	-54.78330	 61.3	 34.4	10.05	 10.82	2300	 77.3
 51.51670	-54.78330	 61.3	 34.4	10.05	 10.82	2300	 77.3
 51.51670	-54.78330	 61.3	 34.4	10.05	 10.82	2300	 77.3
155.45000	-63.55000	 34.8	 34.4	 3.60	  7.80	1800	 13.7
155.45000	-63.55000	 34.8	 34.4	 3.60	  7.80	1800	 13.7
155.45000	-63.55000	 34.8	 34.4	 3.60	  7.80	1800	 13.7
 74.78330	-45.11670	 24.8	 34.3	 4.57	  6.72	1800	 18.9
 74.78330	-45.11670	 24.8	 34.3	 4.57	  6.72	1800	 18.9
 74.78330	-45.11670	 24.8	 34.3	 4.57	  6.72	1800	 18.9
165.91700	-66.18330	 41.1	 34.2	 4.41	  8.23	1900	 20.4
165.91700	-66.18330	 41.1	 34.2	 4.41	  8.23	1900	 20.4
165.91700	-66.18330	 41.1	 34.2	 4.41	  8.23	1900	 20.4
 77.68330	-38.28330	 25.0	 34.1	 5.24	  7.09	1900	  3.1
 77.68330	-38.28330	 25.0	 34.1	 5.24	  7.09	1900	  3.1
 77.68330	-38.28330	 25.0	 34.1	 5.24	  7.09	1900	  3.1
 49.40000	-45.70000	 28.6	 34.0	 6.48	  8.23	1900	 71.0
 49.40000	-45.70000	 28.6	 34.0	 6.48	  8.23	1900	 71.0
 49.40000	-45.70000	 28.6	 34.0	 6.48	  8.23	1900	 71.0
 76.80000	-42.86670	 24.1	 33.9	 5.43	  7.09	1900	  8.0
 76.80000	-42.86670	 24.1	 33.9	 5.43	  7.09	1900	  8.0
 76.80000	-42.86670	 24.1	 33.9	 5.43	  7.09	1900	  8.0
263.08300	-67.18330	 45.3	 33.9	 4.93	  8.66	2000	101.4
263.08300	-67.18330	 45.3	 33.9	 4.93	  8.66	2000	101.4
263.08300	-67.18330	 45.3	 33.9	 4.93	  8.66	2000	101.4
209.55000	-62.60000	 45.0	 33.9	 4.89	  8.66	2000	  6.7
209.55000	-62.60000	 45.0	 33.9	 4.89	  8.66	2000	  6.7
209.55000	-62.60000	 45.0	 33.9	 4.89	  8.66	2000	  6.7
181.95000	-67.78330	 62.4	 33.9	 4.56	  9.67	2100	  0.0
181.95000	-67.78330	 62.4	 33.9	 4.56	  9.67	2100	  0.0
181.95000	-67.78330	 62.4	 33.9	 4.56	  9.67	2100	  0.0
 43.01670	-52.51670	 34.5	 33.8	 2.72	  6.72	1800	 88.7
 43.01670	-52.51670	 34.5	 33.8	 2.72	  6.72	1800	 88.7
 43.01670	-52.51670	 34.5	 33.8	 2.72	  6.72	1800	 88.7
 77.73330	-38.03330	 28.4	 33.7	 5.36	  7.80	1800	  2.3
 77.73330	-38.03330	 28.4	 33.7	 5.36	  7.80	1800	  2.3
 77.73330	-38.03330	 28.4	 33.7	 5.36	  7.80	1800	  2.3
250.28300	-46.45000	 24.2	 33.7	 5.18	  6.72	1800	  4.7
250.28300	-46.45000	 24.2	 33.7	 5.18	  6.72	1800	  4.7
250.28300	-46.45000	 24.2	 33.7	 5.18	  6.72	1800	  4.7
167.48300	-67.88330	 63.2	 33.7	 6.83	 10.13	2200	 30.0
167.48300	-67.88330	 63.2	 33.7	 6.83	 10.13	2200	 30.0
167.48300	-67.88330	 63.2	 33.7	 6.83	 10.13	2200	 30.0
254.25000	-46.65000	 29.8	 33.6	 6.04	  8.23	1900	 10.5
254.25000	-46.65000	 29.8	 33.6	 6.04	  8.23	1900	 10.5
254.25000	-46.65000	 29.8	 33.6	 6.04	  8.23	1900	 10.5
166.63300	-67.66670	 72.8	 33.6	 7.38	 10.82	2300	 29.9
166.63300	-67.66670	 72.8	 33.6	 7.38	 10.82	2300	 29.9
166.63300	-67.66670	 72.8	 33.6	 7.38	 10.82	2300	 29.9
124.11700	-49.11670	 37.4	 33.6	 7.20	  8.66	2000	  0.8
124.11700	-49.11670	 37.4	 33.6	 7.20	  8.66	2000	  0.8
124.11700	-49.11670	 37.4	 33.6	 7.20	  8.66	2000	  0.8
 10.15000	-64.48330	 45.9	 33.6	 3.85	  8.40	1900	  0.0
 10.15000	-64.48330	 45.9	 33.6	 3.85	  8.40	1900	  0.0
 99.78330	-54.15000	 35.3	 33.5	 3.43	  7.09	1900	 20.9
 99.78330	-54.15000	 35.3	 33.5	 3.43	  7.09	1900	 20.9
 99.78330	-54.15000	 35.3	 33.5	 3.43	  7.09	1900	 20.9
107.75000	-56.88330	 31.2	 33.5	 4.56	  7.09	1900	 26.1
107.75000	-56.88330	 31.2	 33.5	 4.56	  7.09	1900	 26.1
107.75000	-56.88330	 31.2	 33.5	 4.56	  7.09	1900	 26.1
  6.75000	-58.45000	 34.3	 33.4	 4.19	  7.80	1800	 72.9
  6.75000	-58.45000	 34.3	 33.4	 4.19	  7.80	1800	 72.9
  6.75000	-58.45000	 34.3	 33.4	 4.19	  7.80	1800	 72.9
 54.61670	-52.65000	 15.0	 33.4	 3.84	  3.72	1600	 70.2
 54.61670	-52.65000	 15.0	 33.4	 3.84	  3.72	1600	 70.2
 54.61670	-52.65000	 15.0	 33.4	 3.84	  3.72	1600	 70.2
253.88300	-41.01670	 22.2	 33.3	 3.01	  3.72	1600	  8.5
253.88300	-41.01670	 22.2	 33.3	 3.01	  3.72	1600	  8.5
253.88300	-41.01670	 22.2	 33.3	 3.01	  3.72	1600	  8.5
252.01700	-45.01670	 28.9	 33.3	 4.41	  6.72	1800	  6.2
252.01700	-45.01670	 28.9	 33.3	 4.41	  6.72	1800	  6.2
252.01700	-45.01670	 28.9	 33.3	 4.41	  6.72	1800	  6.2
  7.78333	-64.15000	 42.8	 33.2	 4.16	  8.23	1900	 99.4
  7.78333	-64.15000	 42.8	 33.2	 4.16	  8.23	1900	 99.4
244.11700	-50.15000	 27.7	 33.2	 5.12	  7.09	1900	  1.9
244.11700	-50.15000	 27.7	 33.2	 5.12	  7.09	1900	  1.9
244.11700	-50.15000	 27.7	 33.2	 5.12	  7.09	1900	  1.9
 49.35000	-45.75000	 26.4	 33.1	 6.31	  7.80	1800	 71.2
 49.35000	-45.75000	 26.4	 33.1	 6.31	  7.80	1800	 71.2
 49.35000	-45.75000	 26.4	 33.1	 6.31	  7.80	1800	 71.2
 41.51670	-45.05000	 28.3	 33.1	 5.33	  7.09	1900	 18.4
 41.51670	-45.05000	 28.3	 33.1	 5.33	  7.09	1900	 18.4
 41.51670	-45.05000	 28.3	 33.1	 5.33	  7.09	1900	 18.4
262.81700	-68.61670	 43.1	 33.0	 2.74	  7.80	1800	109.7
262.81700	-68.61670	 43.1	 33.0	 2.74	  7.80	1800	109.7
262.81700	-68.61670	 43.1	 33.0	 2.74	  7.80	1800	109.7
 11.28330	-65.25000	 39.4	 33.0	 4.31	  8.23	1900	  0.0
 11.28330	-65.25000	 39.4	 33.0	 4.31	  8.23	1900	  0.0
 60.11670	-53.38330	 42.7	 32.8	 7.19	  9.02	2000	 82.9
 60.11670	-53.38330	 42.7	 32.8	 7.19	  9.02	2000	 82.9
 60.11670	-53.38330	 42.7	 32.8	 7.19	  9.02	2000	 82.9
261.88300	-54.18330	 37.0	 32.8	 3.97	  7.80	1800	 39.4
261.88300	-54.18330	 37.0	 32.8	 3.97	  7.80	1800	 39.4
261.88300	-54.18330	 37.0	 32.8	 3.97	  7.80	1800	 39.4
 57.65000	-54.78330	 31.2	 32.7	 3.98	  6.72	1800	 87.6
 57.65000	-54.78330	 31.2	 32.7	 3.98	  6.72	1800	 87.6
 57.65000	-54.78330	 31.2	 32.7	 3.98	  6.72	1800	 87.6
261.01700	-43.85000	 28.9	 32.7	 6.16	  7.80	1800	 30.1
261.01700	-43.85000	 28.9	 32.7	 6.16	  7.80	1800	 30.1
261.01700	-43.85000	 28.9	 32.7	 6.16	  7.80	1800	 30.1
239.51700	-69.61670	 80.9	 32.7	 3.83	 10.35	2200	100.7
239.51700	-69.61670	 80.9	 32.7	 3.83	 10.35	2200	100.7
239.51700	-69.61670	 80.9	 32.7	 3.83	 10.35	2200	100.7
229.13300	-69.35000	 67.6	 32.7	 4.16	  9.67	2100	 65.8
229.13300	-69.35000	 67.6	 32.7	 4.16	  9.67	2100	 65.8
229.13300	-69.35000	 67.6	 32.7	 4.16	  9.67	2100	 65.8
253.01700	-38.48330	 19.3	 32.6	 1.99	  3.72	1600	  6.6
253.01700	-38.48330	 19.3	 32.6	 1.99	  3.72	1600	  6.6
253.01700	-38.48330	 19.3	 32.6	 1.99	  3.72	1600	  6.6
 59.20000	-53.40000	 20.1	 32.5	 4.73	  5.89	1800	 83.6
 59.20000	-53.40000	 20.1	 32.5	 4.73	  5.89	1800	 83.6
 59.20000	-53.40000	 20.1	 32.5	 4.73	  5.89	1800	 83.6
174.18300	-67.55000	 45.7	 32.5	 2.96	  8.23	1900	  0.0
174.18300	-67.55000	 45.7	 32.5	 2.96	  8.23	1900	  0.0
174.18300	-67.55000	 45.7	 32.5	 2.96	  8.23	1900	  0.0
158.05000	-65.08330	 40.7	 32.5	 3.74	  8.23	1900	 22.9
158.05000	-65.08330	 40.7	 32.5	 3.74	  8.23	1900	 22.9
158.05000	-65.08330	 40.7	 32.5	 3.74	  8.23	1900	 22.9
 14.33330	-67.38330	 63.7	 32.5	 5.40	  9.67	2100	149.9
 14.33330	-67.38330	 63.7	 32.5	 5.40	  9.67	2100	149.9
 10.91670	-66.18330	 52.4	 32.5	 3.20	  8.40	1900	  0.0
 10.91670	-66.18330	 52.4	 32.5	 3.20	  8.40	1900	  0.0
253.11700	-41.61670	 23.5	 32.4	 3.15	  3.72	1600	  7.4
253.11700	-41.61670	 23.5	 32.4	 3.15	  3.72	1600	  7.4
253.11700	-41.61670	 23.5	 32.4	 3.15	  3.72	1600	  7.4
249.65000	-43.41670	 19.2	 32.1	 3.59	  3.72	1600	  2.0
249.65000	-43.41670	 19.2	 32.1	 3.59	  3.72	1600	  2.0
249.65000	-43.41670	 19.2	 32.1	 3.59	  3.72	1600	  2.0
179.25000	-68.38330	 43.6	 32.1	 2.74	  7.80	1800	  0.0
179.25000	-68.38330	 43.6	 32.1	 2.74	  7.80	1800	  0.0
179.25000	-68.38330	 43.6	 32.1	 2.74	  7.80	1800	  0.0
 40.95000	-45.41670	 25.6	 32.0	 4.27	  5.89	1800	 18.9
 40.95000	-45.41670	 25.6	 32.0	 4.27	  5.89	1800	 18.9
 40.95000	-45.41670	 25.6	 32.0	 4.27	  5.89	1800	 18.9
250.41700	-43.98330	 26.2	 31.9	 3.36	  5.89	1800	  3.3
250.41700	-43.98330	 26.2	 31.9	 3.36	  5.89	1800	  3.3
250.41700	-43.98330	 26.2	 31.9	 3.36	  5.89	1800	  3.3
  1.71667	-58.11670	 37.1	 31.9	 3.69	  7.09	1900	 51.3
  1.71667	-58.11670	 37.1	 31.9	 3.69	  7.09	1900	 51.3
  1.71667	-58.11670	 37.1	 31.9	 3.69	  7.09	1900	 51.3
 52.21670	-54.08330	 69.5	 31.8	 4.80	  9.92	2200	 75.8
 52.21670	-54.08330	 69.5	 31.8	 4.80	  9.92	2200	 75.8
 52.21670	-54.08330	 69.5	 31.8	 4.80	  9.92	2200	 75.8
 48.78330	-46.11670	 51.2	 31.8	 4.75	  8.84	2000	 72.7
 48.78330	-46.11670	 51.2	 31.8	 4.75	  8.84	2000	 72.7
 48.78330	-46.11670	 51.2	 31.8	 4.75	  8.84	2000	 72.7
 43.58330	-45.08330	 32.8	 31.7	 3.60	  6.72	1800	 50.0
 43.58330	-45.08330	 32.8	 31.7	 3.60	  6.72	1800	 50.0
 43.58330	-45.08330	 32.8	 31.7	 3.60	  6.72	1800	 50.0
262.25000	-48.65000	 21.0	 31.7	 2.24	  3.72	1600	 28.8
262.25000	-48.65000	 21.0	 31.7	 2.24	  3.72	1600	 28.8
262.25000	-48.65000	 21.0	 31.7	 2.24	  3.72	1600	 28.8
212.26700	-64.33330	 39.9	 31.7	 3.64	  7.80	1800	 16.0
212.26700	-64.33330	 39.9	 31.7	 3.64	  7.80	1800	 16.0
212.26700	-64.33330	 39.9	 31.7	 3.64	  7.80	1800	 16.0
 56.55000	-53.71670	 37.6	 31.6	 1.56	  5.89	1800	 70.9
 56.55000	-53.71670	 37.6	 31.6	 1.56	  5.89	1800	 70.9
 56.55000	-53.71670	 37.6	 31.6	 1.56	  5.89	1800	 70.9
258.68300	-57.01670	 32.5	 31.6	 2.67	  5.89	1800	 35.4
258.68300	-57.01670	 32.5	 31.6	 2.67	  5.89	1800	 35.4
258.68300	-57.01670	 32.5	 31.6	 2.67	  5.89	1800	 35.4
252.15000	-48.45000	 23.0	 31.6	 2.16	  3.72	1600	  8.2
252.15000	-48.45000	 23.0	 31.6	 2.16	  3.72	1600	  8.2
252.15000	-48.45000	 23.0	 31.6	 2.16	  3.72	1600	  8.2
 54.95000	-52.08330	 36.9	 31.5	 3.17	  6.72	1800	 68.8
 54.95000	-52.08330	 36.9	 31.5	 3.17	  6.72	1800	 68.8
 54.95000	-52.08330	 36.9	 31.5	 3.17	  6.72	1800	 68.8
209.41700	-62.55000	 40.1	 31.5	 4.55	  8.23	1900	  6.4
209.41700	-62.55000	 40.1	 31.5	 4.55	  8.23	1900	  6.4
209.41700	-62.55000	 40.1	 31.5	 4.55	  8.23	1900	  6.4
154.41700	-62.65000	 37.8	 31.3	 5.31	  8.23	1900	  9.6
154.41700	-62.65000	 37.8	 31.3	 5.31	  8.23	1900	  9.6
154.41700	-62.65000	 37.8	 31.3	 5.31	  8.23	1900	  9.6
 42.48330	-55.71670	 25.7	 31.1	 2.56	  3.72	1600	 98.4
 42.48330	-55.71670	 25.7	 31.1	 2.56	  3.72	1600	 98.4
 42.48330	-55.71670	 25.7	 31.1	 2.56	  3.72	1600	 98.4
239.05000	-69.95000	 50.1	 31.1	 1.60	  7.80	1800	103.8
239.05000	-69.95000	 50.1	 31.1	 1.60	  7.80	1800	103.8
239.05000	-69.95000	 50.1	 31.1	 1.60	  7.80	1800	103.8
 75.05000	-44.88330	 17.5	 31.0	 0.92	  3.72	1600	 17.6
 75.05000	-44.88330	 17.5	 31.0	 0.92	  3.72	1600	 17.6
 75.05000	-44.88330	 17.5	 31.0	 0.92	  3.72	1600	 17.6
 57.18330	-57.08330	 29.4	 30.9	 2.11	  3.72	1600	 97.9
 57.18330	-57.08330	 29.4	 30.9	 2.11	  3.72	1600	 97.9
 57.18330	-57.08330	 29.4	 30.9	 2.11	  3.72	1600	 97.9
247.51700	-47.81670	 22.0	 30.9	 2.07	  3.72	1600	  1.2
247.51700	-47.81670	 22.0	 30.9	 2.07	  3.72	1600	  1.2
247.51700	-47.81670	 22.0	 30.9	 2.07	  3.72	1600	  1.2
121.48300	-50.01670	 29.9	 30.9	 1.26	  3.72	1600	  1.3
121.48300	-50.01670	 29.9	 30.9	 1.26	  3.72	1600	  1.3
121.48300	-50.01670	 29.9	 30.9	 1.26	  3.72	1600	  1.3
  0.65000	-57.88330	 28.1	 30.9	 1.53	  3.72	1600	 43.2
  0.65000	-57.88330	 28.1	 30.9	 1.53	  3.72	1600	 43.2
  0.65000	-57.88330	 28.1	 30.9	 1.53	  3.72	1600	 43.2
261.11700	-43.35000	 22.3	 30.8	 2.68	  3.72	1600	 31.6
261.11700	-43.35000	 22.3	 30.8	 2.68	  3.72	1600	 31.6
261.11700	-43.35000	 22.3	 30.8	 2.68	  3.72	1600	 31.6
123.55000	-49.45000	 20.4	 30.8	 0.89	  3.72	1600	  0.9
123.55000	-49.45000	 20.4	 30.8	 0.89	  3.72	1600	  0.9
123.55000	-49.45000	 20.4	 30.8	 0.89	  3.72	1600	  0.9
  3.08333	-58.75000	 46.9	 30.7	 1.66	  7.09	1900	 62.5
  3.08333	-58.75000	 46.9	 30.7	 1.66	  7.09	1900	 62.5
  3.08333	-58.75000	 46.9	 30.7	 1.66	  7.09	1900	 62.5
 57.48330	-50.35000	 26.6	 30.6	 1.46	  3.72	1600	 64.9
 57.48330	-50.35000	 26.6	 30.6	 1.46	  3.72	1600	 64.9
 57.48330	-50.35000	 26.6	 30.6	 1.46	  3.72	1600	 64.9
 56.61670	-53.28330	 35.4	 30.6	 3.07	  5.89	1800	 70.0
 56.61670	-53.28330	 35.4	 30.6	 3.07	  5.89	1800	 70.0
 56.61670	-53.28330	 35.4	 30.6	 3.07	  5.89	1800	 70.0
 43.10000	-52.25000	 27.9	 30.6	 3.29	  5.89	1800	 89.4
 43.10000	-52.25000	 27.9	 30.6	 3.29	  5.89	1800	 89.4
 43.10000	-52.25000	 27.9	 30.6	 3.29	  5.89	1800	 89.4
 43.15000	-45.78330	 21.2	 30.5	 2.54	  3.72	1600	 52.2
 43.15000	-45.78330	 21.2	 30.5	 2.54	  3.72	1600	 52.2
 43.15000	-45.78330	 21.2	 30.5	 2.54	  3.72	1600	 52.2
123.31700	-49.95000	 19.8	 30.5	 0.52	  3.72	1600	  2.1
123.31700	-49.95000	 19.8	 30.5	 0.52	  3.72	1600	  2.1
