# Seamount Catalog from Wessel, P., J. Geophys. Res., 106 (B9), 19,431-19,441, 2001"
#
# This file contains ~15,000 seamounts from all the world's ocean basins.
# The columns are:
# Col 1: Longitude (0/360). Center of each seamount (in degrees)
# Col 2: Latitude (-90/+90). Center of each seamount (in degrees)
# Col 3: Maximum amplitude of the Free Air Gravity Anomaly (in mGal)
# Col 4: Maximum amplitude of the Vertical Gravity Gradient Anomaly (in Eotvos)
# Col 5: Modelled zero-crossing radius (where VGG first goes -ve) (in km)
# Col 6: Modelled seamount radius (in km)
# Col 7: Modelled seamount height (in m)
# Col 8: Age of underlying seafloor [from Mueller et al grid] (in Myr)
# For explanation of modeling see the JGR paper and references therein.
#
# The file is a GMT multi-segment file where each segment contains the seamount
# belonging to one tectonic plate, sorted from largest to smallest VGG.  Some plates
# (e.g., the Phillipine Sea Plate) have no seamounts detectable by the
# characterization method used.  When plotting this file with GMT, remember
# to use the -M flag.
# 
# Longitude	Latitude	FAA	VGG	Rcross	Radius	Height	CrustAge
> Africa plate    1844 seamounts
219.85000	-19.88400	 81.3	 82.9	16.34	 19.98	2100	 51.2
218.60000	 50.39890	106.2	 82.9	19.35	 25.15	2200	 27.2
202.01700	 12.89800	 58.4	 82.9	13.22	 12.99	3300	103.0
200.78300	  4.38722	 45.4	 82.9	12.11	 12.82	2900	106.4
190.68300	 11.07630	 49.2	 82.9	12.42	 12.99	3000	124.4
185.41700	 18.66320	 45.4	 82.9	10.84	 12.56	2900	118.1
172.70800	 19.23490	 69.6	 82.9	23.29	 24.00	2100	158.6
243.48300	-25.97160	 54.8	 82.8	14.20	 12.99	3300	  2.3
199.05000	  9.05666	 66.0	 82.8	14.79	 13.75	3300	108.5
195.41700	-23.55220	 60.1	 82.8	15.35	 13.49	3300	  0.0
181.05000	 -6.37404	 65.6	 82.8	17.36	 20.68	1900	  0.0
244.71700	 17.30440	 58.5	 82.7	13.07	 12.99	3300	  9.5
212.08300	  5.67865	 58.6	 82.7	14.66	 13.24	3300	 76.7
192.68300	-12.59670	 49.4	 82.7	13.15	 12.91	3100	  0.0
181.88300	 -0.11627	 68.0	 82.7	14.97	 13.64	3400	128.9
166.88300	 28.10610	 68.0	 82.7	15.25	 13.64	3400	139.1
190.38300	 10.67890	100.6	 82.6	24.59	 27.43	2400	124.6
176.61700	 33.16810	 72.9	 82.6	18.16	 21.72	1900	117.4
148.61700	 32.63720	 98.4	 82.6	17.67	 22.85	2100	145.1
148.35000	 13.12990	 65.7	 82.6	15.65	 11.93	4700	158.8
210.61700	-26.00470	 62.1	 82.5	13.11	 13.24	3300	 72.5
200.28300	 -5.31449	 67.8	 82.5	15.41	 15.11	2800	113.4
187.48300	 24.98850	 87.5	 82.5	13.93	 14.30	3500	116.3
239.00000	 33.05200	 63.3	 82.4	17.46	 20.57	1800	 19.1
218.45000	-18.92310	 71.2	 82.4	17.08	 20.68	1900	 54.8
176.55000	 29.06820	 61.9	 82.4	12.73	 13.24	3300	129.8
171.01700	 29.66540	 75.9	 82.4	16.85	 20.77	2000	130.7
157.95000	 22.80050	 81.6	 82.4	14.03	 14.04	3500	166.1
210.45000	-17.00170	 85.0	 82.3	18.23	 22.86	2000	 83.7
196.45000	 -4.22185	 64.6	 82.3	17.85	 20.68	1900	  0.0
201.63300	 26.26520	 59.6	 82.2	15.92	 11.28	5200	 84.5
192.68300	 -2.79815	 54.5	 82.2	13.21	 13.17	3100	  0.0
181.95000	 19.52490	 66.0	 82.2	13.71	 13.49	3300	121.3
174.45000	 14.58740	 58.2	 82.2	13.19	 12.99	3300	165.3
164.60000	 -3.21202	 69.0	 82.2	21.87	 22.86	2000	135.9
213.81700	-33.94370	 70.3	 82.1	13.61	 13.39	3400	 71.7
210.46700	-19.50300	 63.3	 82.1	19.53	 21.72	1900	 85.9
203.85000	  5.24816	 61.4	 82.1	16.78	 19.73	1900	 98.2
213.35000	-28.06010	 56.9	 82.0	13.37	 13.08	3200	 63.2
200.38300	  5.24816	 38.9	 82.0	10.18	 12.37	2800	107.0
182.15000	 28.90230	 48.5	 82.0	13.19	 12.99	3000	119.9
175.00800	 21.73150	 88.6	 82.0	24.15	 26.29	2300	147.3
170.91700	  9.32162	 67.1	 82.0	15.11	 13.75	3300	161.3
146.85000	  7.26822	 62.0	 82.0	13.17	 13.24	3300	166.0
181.71700	 17.76830	 52.2	 81.9	14.07	 13.17	3100	123.2
184.35000	 16.24400	 66.4	 81.8	17.75	 20.68	1900	120.1
159.51700	 24.02700	 87.0	 81.7	10.29	 13.64	3400	163.6
190.38300	 -5.18205	 58.6	 81.6	16.36	 18.26	2000	  0.0
167.90000	 23.97730	 82.7	 81.6	18.82	 22.86	2000	147.2
148.98300	  7.89745	 63.3	 81.6	20.30	 21.72	1900	168.1
224.28300	-22.06120	 49.8	 81.5	13.59	 12.91	3100	 29.8
172.68300	 -0.28183	 55.5	 81.5	14.06	 13.08	3200	138.0
169.49200	 12.65790	 77.7	 81.4	21.51	 24.00	2100	162.8
147.71700	 20.41420	 99.8	 81.4	18.68	 24.00	2100	147.2
149.91700	  4.85080	 38.1	 81.3	17.37	 19.43	1700	165.1
140.21700	 10.14900	 91.8	 81.3	15.44	 12.22	5700	  0.0
213.00000	-25.93840	 99.8	 81.2	18.02	 24.00	2100	 61.6
198.39200	 27.19390	 71.1	 81.2	20.57	 22.86	2000	 91.9
192.01700	 14.25620	 75.6	 81.2	11.40	 13.39	3400	120.6
226.81700	 48.29000	 78.6	 81.1	13.56	 13.89	3400	  9.7
197.11700	  8.59296	 61.9	 81.1	13.34	 13.24	3300	112.9
188.43300	-35.12130	 76.5	 81.1	16.78	 20.77	2000	  0.0
206.85000	-25.20920	 63.4	 81.0	17.67	 20.57	1800	103.2
190.95000	-25.93840	 64.5	 81.0	13.40	 13.24	3300	  0.0
175.95000	 -4.91716	 44.2	 81.0	14.07	 13.08	2900	127.7
205.58300	  6.97016	 52.0	 80.9	13.81	 12.83	3200	 92.8
200.55000	 27.34310	 57.1	 80.9	13.42	 13.08	3200	 86.8
188.55000	 20.74560	 68.6	 80.9	17.11	 20.68	1900	114.0
173.35000	 21.97180	 71.6	 80.9	18.56	 21.72	1900	149.9
150.35000	 19.82330	146.7	 80.9	16.47	 24.92	2400	153.1
149.01700	  7.45036	 59.4	 80.9	12.38	 13.17	3100	168.1
254.15000	 15.64760	 57.7	 80.8	15.93	 16.71	2200	  0.5
213.41700	-12.16620	 55.6	 80.8	13.57	 13.17	3100	 96.0
209.95000	-13.78890	 96.5	 80.8	18.72	 24.00	2100	107.6
202.95000	 20.91130	107.7	 80.8	16.38	 21.85	2200	 93.4
200.10000	 -5.36415	 66.8	 80.8	15.10	 13.86	3200	113.6
175.81700	 14.22300	 77.0	 80.8	10.92	 13.39	3400	160.6
229.25000	-32.78290	 77.0	 80.7	16.52	 19.86	2000	 25.8
195.78300	 -9.32112	 51.5	 80.7	17.41	 19.59	1800	  0.0
181.08300	-11.30530	 88.7	 80.7	19.16	 22.86	2000	  0.0
173.88300	 -8.32768	 53.5	 80.7	13.26	 12.91	3100	  0.0
163.75000	 28.00650	 58.4	 80.7	12.22	 13.17	3100	144.2
141.25000	  9.05666	 63.7	 80.7	18.81	 21.72	1900	  0.0
237.35000	-32.55080	 68.4	 80.6	16.53	 19.73	1900	 15.6
203.88300	 -1.87109	 69.5	 80.6	10.91	 13.24	3300	105.7
201.68300	-41.38040	 64.2	 80.6	12.26	 12.99	3300	 78.1
195.86700	 23.14850	 97.4	 80.6	16.82	 21.81	2100	 99.3
164.25000	 14.15680	 66.2	 80.6	17.34	 20.57	1800	161.4
203.21700	  7.73186	 59.5	 80.5	13.75	 12.99	3300	 98.7
197.41700	  5.87734	 38.9	 80.5	12.27	 12.63	2800	113.2
189.00000	-27.03230	 80.1	 80.5	14.82	 13.67	3600	  0.0
166.68300	 14.88560	 49.5	 80.5	14.80	 12.83	3200	160.0
209.91700	 52.84280	 88.6	 80.4	13.40	 14.04	3500	 41.6
204.48300	 20.04970	106.6	 80.4	17.28	 24.00	2100	 95.8
166.71700	 17.63580	 58.0	 80.4	16.83	 19.59	1800	166.0
146.71700	 28.63680	 75.2	 80.4	15.84	 17.47	2300	147.2
245.71700	  9.61972	 51.1	 80.3	14.68	 13.26	3000	  9.0
217.38300	 30.77940	 66.2	 80.3	14.45	 13.49	3300	 47.9
215.76700	-27.01570	 65.2	 80.3	16.91	 20.57	1800	 52.9
197.45000	 -7.36739	 69.9	 80.3	11.74	 13.24	3300	  0.0
218.81700	-14.15320	 72.7	 80.2	15.87	 17.92	2200	 50.0
212.65000	-25.47440	 49.5	 80.2	11.70	 12.82	2900	 62.4
184.25000	 -1.90420	 56.6	 80.2	13.83	 13.08	3200	  0.0
159.37500	 -4.51157	 80.5	 80.2	21.51	 24.00	2100	  0.0
157.15000	  6.40718	 82.7	 80.2	17.69	 21.77	2000	163.2
252.48300	 11.44060	 53.6	 80.1	13.90	 12.83	3200	  3.8
195.65000	-15.34550	 56.1	 80.1	13.27	 13.17	3100	  0.0
233.61700	 24.42490	 57.0	 80.0	14.51	 12.99	3300	 32.1
215.38300	-16.93540	 69.4	 80.0	25.99	 25.15	2200	 62.6
214.95000	-25.01040	 56.2	 80.0	13.52	 13.17	3100	 53.3
195.35000	 -9.65228	 66.0	 80.0	19.68	 21.72	1900	  0.0
188.05000	 14.25620	 59.9	 80.0	14.31	 13.33	3200	126.7
186.71700	 -7.69852	 58.3	 80.0	15.96	 16.71	2200	  0.0
180.01700	 -9.91721	 37.4	 80.0	11.56	 12.37	2800	  0.0
177.98300	 28.20560	 55.5	 80.0	13.19	 12.83	3200	127.9
150.41700	  6.07603	 75.8	 80.0	17.38	 21.72	1900	167.6
228.58300	-23.71790	 53.8	 79.9	10.74	 12.82	2900	 25.2
172.61700	  3.75808	 40.5	 79.9	10.55	 12.37	2800	146.8
148.58300	 11.07630	 41.4	 79.9	12.12	 12.63	2800	163.0
239.11700	-34.67350	 62.0	 79.8	16.38	 18.87	1900	 16.9
221.01700	-52.40070	118.7	 79.8	21.23	 26.29	2300	 31.4
210.25000	-47.88960	 81.2	 79.8	12.99	 13.89	3400	 61.2
202.88300	 20.48050	 85.4	 79.8	16.17	 19.98	2100	 99.9
200.25000	 26.61340	 56.7	 79.8	14.96	 12.99	3300	 87.7
192.28300	 10.44710	 67.7	 79.8	13.42	 13.24	3300	121.5
179.65800	 18.15770	 72.1	 79.8	16.04	 18.43	2100	126.4
162.81700	 26.11600	 59.9	 79.8	12.82	 13.17	3100	150.1
151.75000	 21.57410	 74.5	 79.8	15.98	 17.92	2200	160.8
201.03300	  2.41706	 58.7	 79.7	19.04	 20.57	1800	106.8
200.33300	 -9.70195	 46.7	 79.7	16.60	 18.69	1800	113.4
198.91700	-30.76030	 51.3	 79.7	12.66	 13.08	2900	106.8
171.65000	 13.39490	 55.1	 79.7	10.06	 12.82	2900	164.7
199.71700	 12.69930	 64.0	 79.6	14.33	 13.24	3300	108.6
194.85000	 32.10640	 55.2	 79.6	12.06	 12.99	3000	111.5
183.58300	 34.13050	 74.6	 79.6	16.18	 19.17	2100	104.4
175.48300	 34.99340	 62.3	 79.6	13.48	 12.99	3300	117.9
174.85000	 13.65990	 53.7	 79.6	13.96	 12.83	3200	166.6
166.88300	 28.57050	 65.1	 79.6	13.81	 13.24	3300	138.2
225.41700	 25.95020	 63.7	 79.5	14.37	 13.24	3300	 38.4
213.16700	-16.35570	 64.8	 79.5	20.86	 21.72	1900	 69.5
198.98300	-24.34750	 57.5	 79.4	14.20	 13.08	3200	110.6
198.71700	 27.87390	 63.8	 79.4	20.71	 21.72	1900	 96.2
212.95000	-16.30600	 85.5	 79.3	20.80	 24.00	2100	 70.5
212.78300	 54.50590	 76.1	 79.2	10.87	 13.24	3300	 33.2
177.78300	 18.63000	 55.0	 79.2	13.27	 12.91	3100	133.4
243.58300	 20.24850	 44.6	 79.1	11.62	 12.56	2900	 15.7
210.08300	-17.53170	100.9	 79.1	21.07	 25.15	2200	 85.3
206.33300	  0.99331	 67.2	 79.1	18.93	 21.72	1900	 97.1
188.28300	 20.71250	 68.8	 79.1	16.74	 19.73	1900	114.2
186.58300	 18.13290	 42.9	 79.1	13.25	 12.56	2900	117.2
175.75000	 20.01660	 45.7	 79.1	11.50	 12.56	2900	146.0
215.31700	-15.70980	 50.1	 79.0	16.68	 18.69	1800	 61.7
166.21700	 18.29860	 79.8	 79.0	15.42	 11.79	5500	166.7
159.61700	 -5.34760	 75.4	 79.0	13.38	 13.64	3400	  0.0
234.51700	-32.91560	 71.6	 78.9	15.02	 13.64	3400	 19.8
200.35000	 11.14260	 38.0	 78.8	12.23	 12.37	2800	104.3
197.36700	 -4.70195	 53.6	 78.8	17.32	 19.59	1800	  0.0
191.21700	 -9.78474	 55.7	 78.8	18.47	 20.57	1800	  0.0
193.65000	  8.59296	 56.4	 78.7	12.68	 12.91	3100	119.1
192.95000	 -3.22857	 53.5	 78.7	14.28	 12.83	3200	  0.0
184.09200	 33.09350	 84.3	 78.7	18.01	 22.86	2000	117.1
201.25000	 12.36800	 55.1	 78.6	13.94	 12.83	3200	104.1
179.45000	 33.30080	 87.8	 78.6	16.95	 21.77	2000	113.1
163.25000	 38.38010	 74.9	 78.6	15.44	 11.63	5300	133.3
193.78300	 13.21270	 66.5	 78.5	14.66	 13.59	3200	118.1
190.73300	 21.18470	 74.1	 78.5	19.35	 21.72	1900	111.6
198.29200	 -5.76976	 60.2	 78.4	16.15	 18.26	2000	  0.0
187.51700	-13.19280	 85.3	 78.4	11.68	 13.64	3400	  0.0
170.58300	 45.13200	126.9	 78.4	17.40	 25.15	2200	 95.0
149.76700	 15.00160	 64.3	 78.4	15.08	 13.15	3400	158.4
197.01700	 -5.01649	 82.2	 78.3	19.98	 22.86	2000	  0.0
176.51700	 21.24270	 94.6	 78.3	21.51	 25.15	2200	142.5
172.35000	 15.68080	 53.1	 78.3	15.36	 13.17	3100	166.2
161.71700	 24.78960	 71.9	 78.3	16.00	 18.43	2100	157.6
148.15000	 15.21690	 63.8	 78.3	13.03	 12.99	3300	153.3
246.75000	-37.09550	 49.3	 78.2	10.98	 12.56	2900	  5.1
180.68300	-11.27220	 79.4	 78.2	18.57	 21.72	1900	  0.0
215.18300	-14.41810	 71.9	 78.1	21.02	 22.86	2000	 61.0
185.63300	-12.28210	103.8	 78.1	12.06	 14.44	3600	  0.0
175.38300	 17.40380	 68.4	 78.1	17.20	 20.57	1800	152.1
201.75000	 -5.04961	 51.9	 78.0	14.58	 12.91	3100	112.2
224.31700	 53.30840	 92.4	 77.8	16.07	 20.86	2100	 15.7
216.28300	-17.20040	 47.5	 77.8	11.47	 12.56	2900	 60.1
190.18300	 15.94580	 68.2	 77.8	14.54	 13.49	3300	119.7
182.28300	 17.43690	 63.4	 77.8	17.14	 20.57	1800	122.5
198.48300	 16.04520	 61.7	 77.7	13.12	 13.17	3100	111.0
184.75000	-13.06030	 39.1	 77.7	12.29	 12.37	2800	  0.0
169.43300	  9.76878	 89.1	 77.7	13.11	 14.04	3500	163.9
241.35000	-26.13730	 48.7	 77.5	11.97	 12.56	2900	  8.8
232.71700	 20.38110	 53.8	 77.5	13.49	 12.99	3000	 38.0
212.15000	-32.31860	 64.5	 77.5	13.13	 12.99	3300	 76.8
202.25000	 16.87360	 53.6	 77.5	13.85	 12.91	3100	101.9
173.18300	 29.54930	 94.8	 77.5	17.19	 22.86	2000	133.3
248.81700	  9.38787	 53.3	 77.4	13.72	 12.99	3000	  6.6
223.48300	-21.29920	 78.2	 77.4	20.83	 22.86	2000	 39.7
219.71700	-35.70190	 67.2	 77.4	15.39	 11.63	4700	 52.2
213.75000	 29.36680	 56.7	 77.4	14.58	 13.17	3100	 53.9
200.13300	 27.52560	 50.4	 77.4	13.54	 13.08	2900	 87.7
195.25000	-24.84470	 56.0	 77.4	13.24	 12.91	3100	  0.0
145.31700	 37.15140	 58.7	 77.4	12.88	 12.91	3100	134.8
240.68300	-43.97000	 59.7	 77.3	11.42	 12.99	3000	 16.5
202.81700	 19.32600	 54.7	 77.3	14.46	 12.83	3200	100.2
202.31700	 18.13290	 56.0	 77.3	12.78	 12.99	3000	101.6
194.35000	 12.96430	 53.1	 77.3	14.31	 12.91	3100	117.2
176.11700	  7.30133	 56.9	 77.3	18.18	 20.57	1800	143.0
175.88300	  1.07608	 62.7	 77.3	10.90	 12.99	3000	138.5
162.91700	  9.65285	 56.5	 77.3	16.17	 18.08	1900	167.8
246.98300	-36.73050	 47.1	 77.2	11.93	 12.56	2900	  4.7
198.61700	 30.51410	 56.6	 77.2	13.21	 12.91	3100	104.3
187.35000	-33.71150	 63.9	 77.2	13.95	 12.99	3300	  0.0
184.51700	 18.46430	 48.8	 77.2	15.13	 12.99	3000	119.0
180.11700	 19.69070	 54.2	 77.2	15.67	 11.04	4800	124.4
159.25000	 -5.21515	 97.3	 77.2	17.45	 22.86	2000	  0.0
148.95000	 14.25620	 59.7	 77.2	12.48	 12.91	3100	158.0
233.08300	-32.68340	 61.1	 77.1	16.06	 17.55	2000	 21.3
220.61700	-11.20600	 52.0	 77.1	14.20	 12.99	3000	 67.5
210.88300	-17.86300	 98.8	 77.1	20.54	 24.00	2100	 82.8
203.05000	 20.77870	117.6	 77.1	15.63	 21.06	2400	 99.7
199.31700	  6.27472	 48.5	 77.1	11.12	 12.63	2800	109.2
196.01700	 -7.69852	 55.2	 77.1	17.17	 19.59	1800	  0.0
170.18300	 50.04990	105.4	 77.1	15.31	 19.55	2400	  0.0
200.98300	 12.20240	 56.4	 77.0	12.84	 12.99	3000	102.5
190.78300	 -3.19546	 51.8	 77.0	14.41	 12.99	3000	  0.0
175.11700	  3.69186	 71.5	 77.0	16.66	 19.73	1900	144.6
169.75000	 44.74990	187.6	 77.0	17.28	 29.38	2700	100.8
151.01700	 13.39490	 58.8	 77.0	11.37	 13.08	2900	164.3
233.85000	-35.76830	 74.0	 76.9	12.46	 13.24	3300	 23.8
210.75000	 54.60570	 81.8	 76.9	13.67	 13.64	3400	 37.7
171.01700	 -8.06277	 55.3	 76.9	15.57	 11.24	4600	  0.0
239.61700	-33.04820	 52.9	 76.8	16.89	 19.43	1700	 13.7
211.31700	 29.66540	 75.1	 76.8	15.62	 17.92	2200	 58.5
177.61700	 18.23230	 47.0	 76.8	15.28	 13.08	2900	135.5
242.38300	-25.54070	 58.5	 76.7	15.40	 14.94	2500	  3.3
201.78300	-22.12750	 57.4	 76.7	11.84	 13.08	2900	111.5
178.61700	 20.94440	 64.3	 76.7	16.07	 18.26	2000	125.0
176.36700	 21.12670	103.6	 76.7	21.07	 25.15	2200	144.0
162.91700	 21.44150	 72.9	 76.7	12.08	 13.24	3300	165.3
147.93300	 18.48090	 52.2	 76.7	21.88	 21.72	1900	  0.0
221.71700	-35.13790	 59.1	 76.6	14.41	 13.17	3100	 46.5
213.75000	 28.03970	 51.6	 76.6	12.81	 12.74	3000	 54.4
192.21700	-29.65180	 65.0	 76.5	13.01	 13.08	3200	  0.0
175.68300	 18.36490	 59.2	 76.5	15.22	 12.99	3300	147.8
233.75000	 31.77460	 54.6	 76.4	10.61	 12.56	2900	 28.3
198.25000	 26.64660	 48.4	 76.4	14.52	 13.08	2900	 92.4
172.38300	  5.28128	 81.0	 76.4	20.99	 22.86	2000	149.8
214.35000	-16.27290	 82.0	 76.3	19.53	 22.86	2000	 65.2
202.35000	 15.51510	 55.4	 76.3	14.20	 12.91	3100	101.8
195.25000	-10.31200	 43.0	 76.3	12.51	 12.32	2900	  0.0
156.05000	 22.66790	 55.2	 76.3	15.79	 16.51	2100	164.8
150.25000	 20.38110	117.8	 76.3	15.33	 20.28	2400	152.8
149.03300	  7.05295	 74.4	 76.3	16.46	 19.73	1900	168.1
227.30000	-34.88910	 99.7	 76.2	15.82	 20.09	2200	 31.3
220.91700	 49.12140	 67.7	 76.2	11.77	 13.17	3100	 23.9
218.41700	-17.63110	 47.3	 76.2	12.17	 12.56	2900	 53.9
215.18300	-14.94800	 51.9	 76.2	16.34	 18.69	1800	 61.5
175.33300	 19.04430	 62.1	 76.2	17.47	 20.57	1800	148.9
175.08300	 20.64620	 60.7	 76.2	19.96	 21.72	1900	149.4
228.01700	-34.73980	 86.4	 76.1	17.10	 21.72	1900	 30.5
203.45000	 12.93110	 55.0	 76.1	13.99	 12.91	3100	 98.9
201.19200	  3.56769	 69.0	 76.1	18.15	 20.57	1800	105.8
192.71700	-15.74300	 41.4	 76.1	12.18	 12.37	2800	  0.0
185.01700	-31.35710	 66.6	 76.1	15.83	 17.74	2100	  0.0
236.75000	-32.31860	 64.6	 76.0	15.98	 18.26	2000	 16.0
226.08300	 48.95510	 76.9	 76.0	14.96	 13.64	3400	 11.9
214.01700	-27.52960	 67.0	 76.0	11.61	 13.17	3100	 59.4
194.25000	-19.15510	 54.8	 76.0	11.95	 12.82	2900	  0.0
147.91700	  7.59939	 54.8	 76.0	16.10	 18.08	1900	167.8
211.75000	-12.43110	 45.9	 75.9	15.03	 12.74	3000	101.2
228.35000	-23.78420	 56.7	 75.8	14.52	 12.83	3200	 25.4
185.98300	 19.06090	 75.7	 75.8	21.57	 22.86	2000	117.5
146.48300	 12.96430	 26.2	 75.8	18.98	 18.29	1600	  0.0
206.35000	-21.99490	 57.1	 75.7	12.32	 13.08	2900	101.4
203.68300	-10.08020	 60.0	 75.7	13.75	 12.83	3200	112.4
195.48300	-24.08240	 56.7	 75.7	14.57	 12.83	3200	  0.0
188.45000	-13.82200	118.2	 75.7	15.70	 21.88	2300	  0.0
177.31700	 20.84500	 86.3	 75.7	20.76	 24.00	2100	129.4
202.51700	 -1.57311	 46.5	 75.6	11.81	 12.32	2900	108.9
175.45000	 18.53060	 68.7	 75.6	13.34	 13.24	3300	149.0
172.51700	 15.31630	 48.5	 75.6	14.24	 12.74	3000	166.7
170.23300	 -4.40397	 53.8	 75.6	12.32	 12.82	2900	132.0
148.35000	  5.47997	 61.6	 75.6	17.16	 19.59	1800	104.1
231.61700	-32.78290	 57.5	 75.5	12.10	 13.08	2900	 23.0
231.25000	 18.56370	 53.4	 75.5	12.52	 12.82	2900	 42.7
201.21700	 26.67980	 60.7	 75.5	15.64	 11.10	5000	 85.4
161.88300	  8.09617	 57.6	 75.5	13.81	 12.91	3100	163.6
156.88300	 21.24270	 66.5	 75.5	11.20	 12.91	3100	166.3
222.51700	-10.74240	 51.0	 75.4	15.74	 10.75	4900	 61.3
244.85000	-30.72710	 46.1	 75.3	11.02	 12.37	2800	  4.4
206.45000	-15.34550	 67.1	 75.3	13.54	 12.99	3300	 94.2
180.08300	 29.93090	 61.8	 75.3	13.14	 12.83	3200	122.0
178.95000	 17.86770	 56.8	 75.3	13.48	 12.99	3000	130.0
154.85000	 30.01660	 60.5	 75.3	12.85	 12.91	3100	151.5
147.81700	  9.47067	 80.1	 75.3	18.89	 21.72	1900	164.1
212.78300	 29.46630	 51.7	 75.2	11.86	 12.56	2900	 55.3
186.45000	  3.09585	 48.2	 75.2	13.12	 12.56	2900	  0.0
176.75000	 -5.51315	 38.7	 75.2	13.74	 12.37	2800	126.5
236.28300	-42.80790	 70.1	 75.1	13.70	 13.24	3300	 27.7
203.91700	 -0.44737	 69.7	 75.1	18.43	 21.72	1900	104.5
163.31700	 -7.20183	 57.5	 75.1	15.62	 16.17	2200	  0.0
198.13300	 -5.92704	 68.3	 75.0	15.44	 16.37	2300	  0.0
193.41700	 33.89820	 60.2	 75.0	14.49	 13.17	3100	108.5
192.85000	-38.95420	 79.2	 75.0	12.08	 13.49	3300	 89.1
189.51700	-26.99920	 54.8	 75.0	13.55	 13.08	2900	  0.0
169.31700	  6.77146	 32.6	 75.0	11.98	 11.66	2800	153.1
149.55000	 16.01210	 44.6	 75.0	13.67	 12.56	2900	153.9
242.31700	-29.75130	 48.3	 74.9	13.80	 12.82	2900	  7.5
240.35000	 25.71800	 52.3	 74.9	13.10	 12.82	2900	 21.6
196.88300	 32.27220	 77.7	 74.9	16.00	 19.03	2000	107.4
195.18300	 33.26770	 60.8	 74.9	14.68	 13.08	3200	110.6
245.98300	  9.78534	 46.8	 74.8	12.31	 12.63	2800	  9.1
245.01700	 10.48020	 59.1	 74.8	17.27	 19.59	1800	 14.5
195.05000	 12.99740	 56.0	 74.8	13.81	 12.99	3000	116.0
179.88300	 18.29860	 53.2	 74.8	15.03	 12.91	3100	125.9
158.01700	 21.11010	 89.0	 74.7	13.60	 13.78	3500	167.2
223.08300	-21.13360	 71.6	 74.6	20.10	 21.72	1900	 41.1
147.45000	  8.22864	 63.4	 74.6	14.73	 12.99	3300	165.6
239.35000	-37.42740	 74.3	 74.5	15.60	 17.29	2200	 17.0
173.21700	  0.74498	 66.1	 74.5	13.25	 13.08	3200	139.3
168.25000	 49.62030	117.9	 74.5	17.52	 24.00	2100	  0.0
161.81700	 21.27580	 60.0	 74.5	13.74	 12.83	3200	167.9
153.98300	 17.43690	 55.4	 74.5	14.15	 12.99	3000	166.1
238.51700	-34.90570	 90.7	 74.4	 8.05	 13.24	3300	 17.9
163.68300	 37.84870	 56.0	 74.4	14.00	 12.99	3000	134.0
213.16700	-26.81680	 69.5	 74.3	16.50	 19.73	1900	 62.1
184.23300	 32.91920	 69.5	 74.3	17.02	 20.57	1800	117.1
223.91700	 53.47470	 86.0	 74.2	14.54	 13.78	3500	 16.8
211.41700	-19.95030	 46.7	 74.2	19.70	 19.43	1700	 83.0
201.31700	-39.85060	 60.1	 74.2	11.72	 12.74	3000	 80.9
226.85000	 48.52280	 70.0	 74.1	14.60	 13.24	3300	  9.6
214.90800	-26.70910	 64.7	 74.1	19.16	 20.57	1800	 55.2
209.91700	-24.64580	 60.3	 74.1	13.97	 12.83	3200	 81.2
200.75000	  7.79810	 52.5	 74.1	17.94	 19.43	1700	104.9
191.03300	 20.13250	 57.5	 74.1	15.94	 16.90	2000	112.3
156.36700	 12.55020	102.0	 74.1	12.97	 14.18	3600	159.9
218.25000	-14.55060	 37.0	 74.0	10.63	 11.66	2800	 52.0
216.01700	-27.94400	 83.6	 74.0	13.76	 13.64	3400	 53.2
202.88300	 22.07130	 44.3	 74.0	14.25	 12.56	2900	 84.9
181.18300	 -2.50017	 56.1	 74.0	15.63	 10.88	4900	126.5
175.28300	 22.66790	 90.5	 74.0	13.49	 13.78	3500	144.6
174.31700	 22.96620	 63.3	 74.0	16.45	 19.59	1800	145.9
147.45000	 11.14260	 43.0	 74.0	12.72	 12.37	2800	160.5
213.41700	-25.57380	 67.4	 73.9	17.32	 20.57	1800	 59.2
148.28300	 28.76960	 57.4	 73.8	14.12	 12.99	3000	151.2
239.91700	 30.19900	 58.7	 73.7	16.64	 19.43	1700	 18.2
222.55000	-21.03420	 74.2	 73.7	21.21	 22.86	2000	 43.0
204.15000	  5.08260	 46.3	 73.7	11.97	 12.37	2800	 97.4
198.25000	 27.74120	 64.6	 73.7	12.91	 12.83	3200	 94.9
183.18300	-31.85440	 58.7	 73.7	17.97	 20.57	1800	  0.0
157.45000	 20.79530	 95.7	 73.7	20.99	 24.00	2100	167.0
146.05000	  9.37131	 73.3	 73.7	22.45	 22.86	2000	160.9
203.35000	-31.22440	 49.3	 73.6	12.57	 12.56	2900	107.0
195.05000	 31.77460	 62.1	 73.6	14.95	 13.08	3200	111.4
185.21700	-13.25900	 74.1	 73.6	20.93	 22.86	2000	  0.0
150.11700	  5.28128	 45.5	 73.6	17.41	 19.43	1700	165.9
223.41700	 53.67430	 85.5	 73.5	15.02	 12.19	4800	 18.0
216.11700	-13.88820	 54.6	 73.5	14.71	 12.99	3000	 57.8
199.98300	 -7.69852	 64.7	 73.5	16.18	 18.87	1900	113.6
172.01700	 17.98370	 75.6	 73.5	24.17	 24.00	2100	162.1
